rad_name_ja,grade,hint_group,kunyomi,meaning,kstroke,examples,kunyomi_ja,ka_utf,rad_order,txt_books,kname,rad_utf,dick,rad_name,dicn,mn_hint,rad_stroke,onyomi_ja,rad_meaning,onyomi,ka_id,rad_position_ja,rad_position
"しかばね",6.0,5.0,"n/a","stratum, layer, level",14.0,"[ [ ""階層 (かいそう)"", ""class, social stratum, hierarchy"" ], [ ""地層 (ちそう)"", ""stratum"" ], [ ""上層 (じょうそう)"", ""upper stratum"" ], [ ""下層 (かそう)"", ""lower stratum"" ], [ ""高層ビル (こうそうビル)"", ""skyscraper"" ], [ ""成層圏 (せいそうけん)"", ""stratosphere"" ], [ ""知識層 (ちしきそう)"", ""the intellectual class"" ], [ ""読者層 (どくしゃそう)"", ""class of readers"" ] ]","","層",53.0,"[ { ""chapter"" : ""2"", ""txt_bk"" : ""txtIKB"" } ]","(kou)sou(biru)","⼫",2021.0,"shikabane",1402.0,"Tall building 尸 with many stories/levels with a roof garden [147] <span class='note'>(field 田 with sprouts [11])</span> under the sun 日.",3.0,"ソウ","corpse, awning","sou","ka_1088","たれ","tare"
"てへん",6.0,1.0,"misao, ayatsu, ayatsuru","manipulate, operate, chastity",16.0,"[ [ ""体操 (たいそう)"", ""gymnastics, physical exercises"" ], [ ""節操 (せっそう)"", ""integrity, honor, chastity"" ], [ ""操業する (そうぎょうする)"", ""operate, run"" ], [ ""操作する (そうさする)"", ""operate, manage"" ], [ ""操縦する (そうじゅうする)"", ""operate, control, pilot"" ], [ ""操 (みさお)"", ""chastity"" ], [ ""操る (あやつる)"", ""manipulate, operate"" ], [ ""操り人形 (あやつりにんぎょう)"", ""puppet, marionette"" ] ]","みさお、あやつ、あやつる","操",77.0,"[]","ayatsu(ru)","⺘",531.0,"tehen",2015.0,"Hand 扌 manipulating talking  口口口 puppets made of wood 木.",3.0,"ソウ","hand","sou","ka_1089","へん","hen"
"また",2.0,2.0,"tomo","friend",4.0,"[ [ ""友人 (ゆうじん)"", ""friend"" ], [ ""友情 (ゆうじょう)"", ""friendship"" ], [ ""親友 (しんゆう)"", ""close friend"" ], [ ""友達 (ともだち)"", ""friend"" ] ]","とも","友",33.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""20"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtLookLearn"" } ]","yuu-tomo","⼜",1873.0,"mata",858.0,"Friends holding hands [56] → [20], 又.",2.0,"ユウ","again, right hand","yuu","ka_109","",""
"にくづき",6.0,1.0,"n/a","internal organ",19.0,"[ [ ""臓器 (ぞうき)"", ""viscera, internal organs"" ], [ ""臓物 (ぞうもつ)"", ""entrails, giblets"" ], [ ""内臓 (ないぞう)"", ""internal organs, intestines"" ], [ ""心臓 (しんぞう)"", ""heart"" ], [ ""肝臓 (かんぞう)"", ""liver"" ], [ ""腎臓 (じんぞう)"", ""kidney"" ], [ ""五臓六腑 (ごぞうろっぷ)"", ""the internal organs"" ] ]","","臓",96.0,"[ { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ"" } ]","zou(motsu)","",753.0,"nikuzuki",3828.0,"The body's 月 storehouse 蔵.",4.0,"ゾウ","meat, flesh","zou","ka_1090","",""
"ごんべん",6.0,1.0,"n/a","be born, birth",15.0,"[ [ ""誕生日 (たんじょうび)"", ""birthday"" ], [ ""生誕 (せいたん)"", ""birth, nativity"" ], [ ""降誕 (こうたん)"", ""birth, nativity"" ], [ ""誕生する (たんじょうする)"", ""be born"" ] ]","","誕",183.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""11"" } ]","tan(joubi)","",1062.0,"gonben",4386.0,"Congratulating words 言 postponed 延 until actual birth.",7.0,"タン","words, to speak, say","tan","ka_1091","へん","hen"
"ひへん",6.0,6.0,"atata, atatakai, atatamaru, atatameru","warm",13.0,"[ [ ""暖流 (だんりゅう)"", ""warm current"" ], [ ""暖冬 (だんとう)"", ""mild winter"" ], [ ""暖房 (だんぼう)"", ""heating system"" ], [ ""暖炉 (だんろ)"", ""fireplace, hearth"" ], [ ""暖気 (だんき)"", ""warmth"" ], [ ""寒暖計 (かんだんけい)"", ""thermometer"" ], [ ""温暖な (おんだんな)"", ""warm [adj.]"" ], [ ""暖かい (あたたかい)"", ""warm [adj.]"" ], [ ""暖める (あたためる)"", ""warm, heat [v.t.]"" ], [ ""暖まる (あたたまる)"", ""get warm, warm oneself [v.i.]"" ] ]","あたた、あたたかい、あたたまる、あたためる","暖",93.0,"[ { ""chapter"" : ""26"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""txtSFJ2"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""26"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jt"" } ]","dan-atata(maru)","",690.0,"hihen",2153.0,"Sun日, warming like the hand [12] of a friend 友 on one's back 一.",4.0,"ダン","sun, day, time","dan","ka_1092","へん","hen"
"うかんむり",6.0,1.0,"n/a","space, midair",8.0,"[ [ ""宙返り (ちゅうがえり)"", ""somersault, loop"" ], [ ""宙づり (ちゅうづり)"", ""hanging, suspended [n.]"" ], [ ""宇宙 (うちゅう)"", ""universe, cosmos, space"" ], [ ""宇宙飛行士 (うちゅうひこうし)"", ""astronaut"" ] ]","","宙",48.0,"[]","chuu(gaeri)","⼧",1413.0,"ukanmuri",1291.0,"Sky 宀 <span class='note'>(orig. ""roof"")</span> where the sun 日 rises 丨.",3.0,"チュウ","roof, house","chuu","ka_1093","かんむり","kanmuri"
"まだれ",6.0,1.0,"n/a","government agency",5.0,"[ [ ""庁舎 (ちょうしゃ)"", ""government office building"" ], [ ""官庁 (かんちょう)"", ""government office"" ], [ ""都庁 (とちょう)"", ""Tokyo Metropolitan area office"" ], [ ""県庁 (けんちょう)"", ""prefectural office"" ], [ ""警視庁 (けいしちょう)"", ""police headquarters"" ], [ ""環境庁 (かんきょうちょう)"", ""the Department of Environment"" ], [ ""気象庁 (きしょうちょう)"", ""the Department of Meteorology"" ] ]","","庁",63.0,"[ { ""chapter"" : ""1"", ""txt_bk"" : ""txtIKB"" } ]","(keishi)chou","⼴",1920.0,"madare",1498.0,"Side buildings 广 of the imperial palace each concentrating 丁 on particular governmental affairs.",3.0,"チョウ","slanting roof","chou","ka_1094","たれ","tare"
"おおがい",6.0,1.0,"itada, itadaku, itadaki","summit, receive humbly",11.0,"[ [ ""頂点 (ちょうてん)"", ""top, summit"" ], [ ""頂上 (ちょうじょう)"", ""top, summit, peak"" ], [ ""山頂 (さんちょう)"", ""summit"" ], [ ""絶頂 (ぜっちょう)"", ""summit, peak, climax"" ], [ ""有頂天 (うちょうてん)"", ""ecstasy, rapture"" ], [ ""登頂する (とうちょうする)"", ""climb to the summit"" ], [ ""頂戴する (ちょうだいする)"", ""receive, be given [hum.]"" ], [ ""頂く (いただく)"", ""receive, take food [hum.]"" ], [ ""頂けない (いただけない)"", ""pitiful, miserable, shameful"" ], [ ""頂 (いただき)"", ""top, summit, spire, peak, crown"" ] ]","いただ、いただく、いただき","頂",217.0,"[]","chou-itada(ku)","⾴",108.0,"oogai",5118.0,"Group of climbers gathered/concentrated 丁 on a summit receiving commemorative certificate 頁.",9.0,"チョウ","head, page","chou","ka_1095","つくり","tsukuri"
"さんずい",6.0,1.0,"shio","tide",15.0,"[ [ ""潮流 (ちょうりゅう)"", ""tide, tidal current, trend"" ], [ ""干潮 (かんちょう)"", ""ebb tide"" ], [ ""満潮 (まんちょう)"", ""high tide"" ], [ ""潮 (しお)"", ""tide"" ], [ ""潮時 (しおどき)"", ""timing of tides, opportunity"" ], [ ""潮干狩り (しおひがり)"", ""shell gathering"" ], [ ""血潮 (ちしお)"", ""blood"" ], [ ""黒潮 (くろしお)"", ""the Japan Current"" ], [ ""引き潮 (ひきしお)"", ""ebb tide"" ], [ ""満ち潮 (みちしお)"", ""high tide"" ] ]","しお","潮",76.0,"[]","chou-shio","⺡",516.0,"sanzui",2702.0,"Sea water シ increasing in the morning 朝.",3.0,"チョウ","water","chou","ka_1096","へん","hen"
"かい",6.0,1.0,"n/a","wage, charges, fare, fee",13.0,"[ [ ""賃金 (ちんぎん)"", ""wages"" ], [ ""賃上げ (ちんあげ)"", ""wage increase"" ], [ ""家賃 (やちん)"", ""rent"" ], [ ""運賃 (うんちん)"", ""freight rates, fare"" ], [ ""工賃 (こうちん)"", ""wages, pay"" ], [ ""手間賃 (てまちん)"", ""wages  for labor, pay"" ], [ ""電車賃 (でんしゃちん)"", ""train fare"" ], [ ""借り賃 (かりちん)"", ""rent fare"" ] ]","","賃",187.0,"[ { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""22"" } ]","(ya)chin","⾙",1730.0,"kai",4509.0,"Money 貝 paid when one is entrusted 任 with something.",7.0,"チン","shell, property, wealth","chin","ka_1097","",""
"ごんべん",6.0,1.0,"u, utsu","attack, study, examine, discuss",10.0,"[ [ ""討議する (とうぎする)"", ""debate, discuss"" ], [ ""討論する (とうろんする)"", ""debate, discuss"" ], [ ""討伐する (とうばつする)"", ""subjugate, suppress"" ], [ ""検討する (けんとうする)"", ""consider, examine"" ], [ ""討つ (うつ)"", ""attack, strike, shoot, avenge"" ], [ ""討ち死に (うちじに)"", ""death in battle"" ], [ ""敵討ち (かたきうち)"", ""revenge [n.]"" ], [ ""不意討ち (ふいうち)"", ""surprise attack"" ] ]","う、うつ","討",183.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jtr"" } ]","tou-u(tsu)","",977.0,"gonben",4316.0,"Words 言 used to strike a target 寸 <span class='note'>(orig. ""inch"")</span>.",7.0,"トウ","words, to speak, say","tou","ka_1098","へん","hen"
"ひとあし",6.0,5.0,"n/a","party, faction",10.0,"[ [ ""党 (とう)"", ""political party"" ], [ ""党員 (とういん)"", ""party member"" ], [ ""党首 (とうしゅ)"", ""party leader"" ], [ ""党派 (とうは)"", ""faction"" ], [ ""党大会 (とうたいかい)"", ""party convention"" ], [ ""野党 (やとう)"", ""opposition party"" ], [ ""与党 (よとう)"", ""party in power"" ], [ ""政党 (せいとう)"", ""political party"" ], [ ""徒党 (ととう)"", ""clique, faction, cabal"" ], [ ""社会党 (しゃかいとう)"", ""Socialist Party"" ], [ ""共和党 (きょうわとう)"", ""Republican Party"" ], [ ""民主党 (みんしゅとう)"", ""Democratic party"" ] ]","","党",13.0,"[ { ""chapter"" : ""25"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jtr"" } ]","(minshu)tou","⼉",1647.0,"hitoashi",1363.0,"Political faction [139] supported by loud mouth 口 on high legs 儿.",2.0,"トウ","human legs","tou","ka_1099","あし","ashi"
"いち",1.0,1.0,"ue, uwa, kami, a, ageru, agaru, nobo, noboru","up",3.0,"[ [ ""上下する (じょうげする)"", ""go up and down"" ], [ ""頂上 (ちょうじょう)"", ""summit"" ], [ ""上手 (じょうず)"", ""skillful"" ], [ ""以上 (いじょう)"", ""more than, above"" ], [ ""上人 (しょうにん)"", ""priest"" ], [ ""上 (うえ)"", ""above, on top, upper part of"" ], [ ""目上 (めうえ)"", ""superior(s)"" ], [ ""上回る (うわまわる)"", ""exceed"" ], [ ""川上 (かわかみ)"", ""upper reaches of a river"" ], [ ""上がる (あがる)"", ""rise, climb up [v.i.]"" ], [ ""上げる (あげる)"", ""raise [v.t.]"" ], [ ""上る (のぼる)"", ""rise, climb up [v.i.]"" ] ]","うえ、うわ、かみ、あ、あげる、あがる、のぼ、のぼる","上",1.0,"[ { ""chapter"" : ""7"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtAd3"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""19"" }, { ""txt_bk"" : ""mntr"", ""chapter"" : ""3"" } ]","jou-ue","⼀",2128.0,"ichi",798.0,"The fortune teller ト knows everything on earth 一.",1.0,"ジョウ、ショウ","one, horizontal stroke","jou, shou","ka_11","",""
"しんにょう",4.0,6.0,"tachi","attain, suffix for plural",12.0,"[ [ ""到達する (とうたつする)"", ""reach, arrive"" ], [ ""発達する (はったつする)"", ""develop"" ], [ ""調達する (ちょうたつする)"", ""supply"" ], [ ""配達する (はいたつする)"", ""deliver"" ], [ ""速達 (そくたつ)"", ""express delivery"" ], [ ""達する (たっする)"", ""reach"" ], [ ""私達 (わたしたち)"", ""we"" ], [ ""子供達 (こどもたち)"", ""children"" ], [ ""友達 (ともだち)"", ""friends"" ] ]","たち","達",72.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtAd4"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtSFJ4"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""31"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""jt"" } ]","tatsu-tachi","⻌",2005.0,"shinnyou",4721.0,"Shepherd's goal is attained if sheep 羊 move [10] to a good grazing place 土.",3.0,"タツ","road, walk, to advance","tatsu","ka_110","にょう","nyou"
"こめへん",6.0,1.0,"n/a","sugar",16.0,"[ [ ""糖分 (とうぶん)"", ""sugar content"" ], [ ""糖尿病 (とうにょうびょう)"", ""diabetes"" ], [ ""砂糖 (さとう)"", ""sugar"" ], [ ""果糖 (かとう)"", ""fructose"" ], [ ""ブドウ糖 (ぶどうとう)"", ""glucose, grape sugar"" ], [ ""グラニュー糖 (グラニューとう)"", ""granulated sugar"" ], [ ""血糖値 (けっとうち)"", ""blood sugar level"" ], [ ""製糖する (せいとうする)"", ""produce sugar"" ] ]","","糖",156.0,"[]","(budou)tou","",948.0,"komehen",3485.0,"Brown crystalline granules resembling brown rice 米 in a china 唐 bowl.",6.0,"トウ","rice","tou","ka_1100","へん","hen"
"いとへん",6.0,1.0,"osa  osameru, osamaru","pay, accept, put away, supply",10.0,"[ [ ""納期 (のうき)"", ""date of delivery or payment"" ], [ ""納税する (のうぜいする)"", ""pay taxes"" ], [ ""納入する (のうにゅうする)"", ""pay, supply"" ], [ ""滞納する (たいのうする)"", ""default, fail to pay"" ], [ ""収納する (しゅうのうする)"", ""receive, store, put away"" ], [ ""納豆 (なっとう)"", ""natto"" ], [ ""納得する (なっとくする)"", ""consent, assent, understand"" ], [ ""納屋 (なや)"", ""shed, barn, outhouse"" ], [ ""納戸 (なんど)"", ""back room, storage room"" ], [ ""出納係 (すいとうがかり)"", ""cashier, treasurer, teller"" ], [ ""納める (おさめる)"", ""obtain, reap, pay [v.t.]"" ], [ ""納まる (おさまる)"", ""be in place, be settled [v.i.]"" ] ]","おさ  おさめる、おさまる","納",158.0,"[ { ""chapter"" : ""9"", ""txt_bk"" : ""txtIKB"" } ]","nou-osa(meru)","",877.0,"itohen",3508.0,"Take silk 糸 from supply inside 内 the house to pay tax.",6.0,"ノウ、ナツ、ナ、ナン、トウ","thread","nou, nat, na, nan, tou","ka_1101","へん","hen"
"にくづき",6.0,1.0,"n/a","brain",11.0,"[ [ ""脳 (のう)"", ""brain"" ], [ ""脳髄 (のうずい)"", ""brain"" ], [ ""脳炎 (のうえん)"", ""brain inflammation"" ], [ ""脳死 (のうし)"", ""brain death"" ], [ ""脳裏 (のうり)"", ""one&apos;s mind"" ], [ ""脳細胞 (のうさいぼう)"", ""brain cell"" ], [ ""脳卒中 (のうそっちゅう)"", ""stroke, cerebral haemorrhage"" ], [ ""大脳 (だいのう)"", ""cerebrum"" ], [ ""小脳 (しょうのう)"", ""cerebellum"" ], [ ""頭脳 (ずのう)"", ""head, brains, intellect"" ], [ ""首脳 (しゅのう)"", ""head, brains"" ], [ ""洗脳する (せんのうする)"", ""brainwash"" ] ]","","脳",96.0,"[]","(zu)nou","",665.0,"nikuzuki",3774.0,"Part of the body 月 receiving the flow ツ from the heart 凶.",4.0,"ノウ","meat, flesh","nou","ka_1102","",""
"てへん",6.0,1.0,"oga, ogamu","worship, humbly, pray, venerate",8.0,"[ [ ""拝殿 (はいでん)"", ""front shrine, hall of worship"" ], [ ""拝啓 (はいけい)"", ""Dear"" ], [ ""拝金主義 (はいきんしゅぎ)"", ""worship of money"" ], [ ""拝見する (はいけんする)"", ""look at, see [hum.]"" ], [ ""拝借する (はいしゃくする)"", ""borrow [hum.]"" ], [ ""拝聴する (はいちょうする)"", ""listen to [hum.]"" ], [ ""礼拝する (れいはいする)"", ""worship [v.t.]"" ], [ ""崇拝する (すうはいする)"", ""adore, idolize, worship"" ], [ ""参拝する (さんぱいする)"", ""pay visit to worship"" ], [ ""拝む (おがむ)"", ""worship, pray, bow to"" ] ]","おが、おがむ","拝",77.0,"[ { ""txt_bk"" : ""cijr"", ""chapter"" : ""30"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""30"" } ]","oga(mu)","⺘",224.0,"tehen",1884.0,"Hand 扌 worshipping 手 at an altar 一.",3.0,"ハイ","hand","hai","ka_1103","へん","hen"
"にくづき",6.0,1.0,"n/a","lung",9.0,"[ [ ""肺 (はい)"", ""lung"" ], [ ""肺臓 (はいぞう)"", ""lungs"" ], [ ""肺癌 (はいがん)"", ""lung cancer"" ], [ ""肺炎 (はいえん)"", ""pneumonia"" ], [ ""肺活量 (はいかつりょう)"", ""lung capacity"" ] ]","","肺",96.0,"[ { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""31"" } ]","hai(katsuryou)","",619.0,"nikuzuki",3752.0,"Parts of the body 月 for exchanging air like a market 市.",4.0,"ハイ","meat, flesh","hai","ka_1104","",""
"にんべん",6.0,1.0,"n/a","haiku, actor",10.0,"[ [ ""俳句 (はいく)"", ""haiku poetry"" ], [ ""俳人 (はいじん)"", ""haiku poet"" ], [ ""俳壇 (はいだん)"", ""the world of the haiku"" ], [ ""俳優 (はいゆう)"", ""actor, actress"" ] ]","","俳",11.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""jtr"" } ]","hai(ku)","⺅",82.0,"ninben",1948.0,"Person イ who is not 非 being his ordinary self.",2.0,"ハイ","person ","hai","ka_1105","へん","hen"
"おうへん",6.0,1.0,"n/a","squad, group",10.0,"[ [ ""班 (はん)"", ""group, party, section"" ], [ ""斑点 (はんてん)"", ""speck, fleck"" ], [ ""班長 (はんちょう)"", ""squad leader, group leader"" ], [ ""二班 (にはん)"", ""two groups, second group"" ], [ ""取材班 (しゅざいはん)"", ""team of reporters"" ], [ ""作業班 (さぎょうはん)"", ""work group"" ], [ ""救護班 (きゅうごはん)"", ""relief squad, rescue party"" ] ]","","班",120.0,"[]","han(chou)","",642.0,"ouhen",2935.0,"Group of kings' 王, 王 men with swords 刂.",4.0,"ハン","jewelry, jeweled king","han","ka_1106","へん","hen"
"のぎへん",6.0,1.0,"hi, himeru","secret",10.0,"[ [ ""秘密 (ひみつ)"", ""secret, secrecy"" ], [ ""秘訣 (ひけつ)"", ""key, the secret (of)"" ], [ ""秘書 (ひしょ)"", ""secretary"" ], [ ""秘伝 (ひでん)"", ""secret, mystery, secret formula"" ], [ ""秘蔵 (ひぞう)"", ""treasure, prize, cherish"" ], [ ""秘宝 (ひほう)"", ""treasure, treasured article"" ], [ ""極秘 (ごくひ)"", ""absolute secrecy"" ], [ ""便秘 (べんぴ)"", ""constipation"" ], [ ""神秘的な (しんぴてきな)"", ""mysterious"" ], [ ""黙秘する (もくひする)"", ""keep silent, stand mute"" ], [ ""秘める (ひめる)"", ""hide, keep to oneself"" ] ]","ひ、ひめる","秘",145.0,"[]","hi(mitsu)","⽲",787.0,"nogihen",3281.0,"Rice plants 禾 which farmers are sure 必 to hide from the tax collector.",5.0,"ヒ","grain","hi","ka_1107","へん","hen"
